img_path,top_category,top_color,bottom_category,bottom_color
..\object_detection\ClothesCategory_v9\test\images\32446721_jpg.rf.89a1975a29965e3bdee0b4e7924670a0.jpg,shortsleeve,lightsteelblue,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\32626499_blurr_jpg.rf.f5a9bf83d258205c1ec2d67493ee44f2.jpg,mtm,black,trainingpants,lavender
..\object_detection\ClothesCategory_v9\test\images\32667040_jpg.rf.2504286de80382be917a14c3827e24ef.jpg,coat,darkslategrey,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\32670892_jpg.rf.b83714dc64cd506395f2108015af7055.jpg,shortsleeve,silver,skirt,grey
..\object_detection\ClothesCategory_v9\test\images\32687531_jpg.rf.b65cae54c5ed4576f48f4a3ca09bdfe8.jpg,cardigan,lightsteelblue,slacks,black
..\object_detection\ClothesCategory_v9\test\images\32697086_jpg.rf.9b61b6dec0895a8f97573791965fb0b4.jpg,shortsleeve,darkslategrey,skirt,grey
..\object_detection\ClothesCategory_v9\test\images\32757848_jpg.rf.874ffae802712aa673203699968c6cfb.jpg,coat,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\32778493_jpg.rf.8cf1a0d8b66d127cad38448ef4cabad2.jpg,cardigan,grey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\32783655_blurr_jpg.rf.460cc719b57e2fefdbfb6781dd9c5c1d.jpg,longsleeve,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\32816433_jpg.rf.822d72c17a5969190e0d61dd2d1d0ca7.jpg,cardigan,crimson,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\3287135_jpg.rf.bf4108d71069d0e9408f3d6c110e6c1a.jpg,padding,darkslategrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\32883500_jpg.rf.9d4522e702386f582d7d0bfc0e767312.jpg,cardigan,darkslategrey,slacks,black
..\object_detection\ClothesCategory_v9\test\images\32964331_jpg.rf.bfbbcf4cb7f780ed5122f1fdda36abe7.jpg,shortsleeve,gainsboro,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\32994535_jpg.rf.defcc5e9fd0d869fbcf7e02eca17b504.jpg,coat,black,cottonpants,black
..\object_detection\ClothesCategory_v9\test\images\32995520_jpg.rf.0af5f57e93cfff289a5ee93919a79601.jpg,cardigan,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\33015694_jpg.rf.ac55361e825a308ddffd531bb50da05b.jpg,cardigan,darkslategrey,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\33032469_blurr_jpg.rf.393759c1b444e7fab41ec5e4cbd8dfe2.jpg,cardigan,darkslategrey,skirt,darkgrey
..\object_detection\ClothesCategory_v9\test\images\33052931_jpg.rf.18deedaf10911113211b0745a592458f.jpg,shirt,lightsteelblue,shortpants,lightsteelblue
..\object_detection\ClothesCategory_v9\test\images\33066752_jpg.rf.21b5fb215ac062830d819bbda6bf6664.jpg,shortsleeve,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\33082660_jpg.rf.83bc35c2dc60e8aa0160a1a1e92f6eaf.jpg,longsleeve,darkolivegreen,cottonpants,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\33116014_jpg.rf.57a14e91c20d6ac7c5035027bfd35e91.jpg,longsleeve,dimgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33144904_jpg.rf.c610e4e8e5162db265cc26fc8058b1ab.jpg,longsleeve,black,cottonpants,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\33162361_jpg.rf.3a923b24943583d273cfb25358937bf1.jpg,shortsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33166884_jpg.rf.a2df081e275bb0ecde0119f68021894d.jpg,mtm,black,cottonpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\33172639_jpg.rf.386f1fd7c49b2da93381270875e3523a.jpg,mtm,darkgrey,skirt,midnightblue
..\object_detection\ClothesCategory_v9\test\images\33201816_jpg.rf.d88ffeb2eb5bb5befe15e19b0551008f.jpg,coat,darkslategrey,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\33205547_jpg.rf.0ef0e81ebc32ac2ca979cd6f03f947cd.jpg,cardigan,midnightblue,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\33259864_jpg.rf.a576b12eb2fc28b220040d35cc74bb2f.jpg,longsleeve,darkgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33300703_jpg.rf.34ce1af28a6436bd28be4a4435aa775d.jpg,coat,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\33340733_jpg.rf.57e5685d27e26034fb8808df1b502506.jpg,cardigan,khaki,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\33365972_blurr_jpg.rf.676e1c29ca62f64a6f965430ea059f00.jpg,jacket,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\33377339_jpg.rf.faaf7c04d7739db396af08dc714f3d4b.jpg,blazer,darkslategrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33382208_jpg.rf.b748821a03c055132a2e884039cb748a.jpg,blazer,darkolivegreen,cottonpants,black
..\object_detection\ClothesCategory_v9\test\images\33443745_jpg.rf.38fc976361c3e4796e93a486f58097f6.jpg,padding,grey,cottonpants,black
..\object_detection\ClothesCategory_v9\test\images\33469399_jpg.rf.55e8ef0d575ea20ace02261b8cb7b929.jpg,shortsleeve,lightgrey,shortpants,darkgrey
..\object_detection\ClothesCategory_v9\test\images\33477524_jpg.rf.8b4865eb2933dbfd1d091f99166e427f.jpg,padding,mistyrose,slacks,black
..\object_detection\ClothesCategory_v9\test\images\33570122_jpg.rf.faeb548b1bc6c67ad2972f6ed599ac10.jpg,longsleeve,silver,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\33581961_jpg.rf.7b9f5602591ca6f47991d6e75f5f7766.jpg,coat,black,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\33595064_jpg.rf.6da0d7b766b29ca750c1d686e411a460.jpg,cardigan,darkolivegreen,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33602873_jpg.rf.5ed96607ff61538996e60c47f9b78b5b.jpg,zipup,dimgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33606726_jpg.rf.09a4b7fe21182f8910cca52f382c8d91.jpg,cardigan,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33626773_jpg.rf.23716075917ae1d20a9f30050dab0eb6.jpg,zipup,silver,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33629256_jpg.rf.814310cf71bec692ffd40de2a7cbd1d7.jpg,cardigan,dimgrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\33652537_jpg.rf.86c00e038e750abf3878c64e912127af.jpg,shirt,silver,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\33660469_jpg.rf.e16d47b7a743655207d2f3d5ff7ccb0e.jpg,mtm,rosybrown,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33688145_jpg.rf.d5c41e36efa1ff730fb3145e42829ff6.jpg,shirt,silver,cottonpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\33689616_jpg.rf.3f2fb40346f90c0588c07b0932d08410.jpg,sweater,darkslategrey,denimpants,steelblue
..\object_detection\ClothesCategory_v9\test\images\33690682_jpg.rf.e1c181ea32f0b93a74bdce0010a0117e.jpg,shortsleeve,black,shortpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\33695698_jpg.rf.b6962fa295dd3cbb1555abc320306e78.jpg,mtm,darkgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33696085_jpg.rf.f61c30b9b7865de4c26f16b32e731c9c.jpg,jacket,darkslategrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\33705437_blurr_jpg.rf.e5fe52a55e5260cbd599c1ea8a42117e.jpg,hoodies,maroon,trainingpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\33716297_blurr_jpg.rf.1d1f5108d99a23e1c8696b2e98905518.jpg,blazer,darkslategrey,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\33717374_jpg.rf.ec829856cee2f6b25fcfc9206b15ccc0.jpg,shortsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33730902_jpg.rf.71c555b080d4118388e5e4a8fc2ea106.jpg,jacket,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\33797187_jpg.rf.8bffcfc7327796a98d214906e1f53118.jpg,longsleeve,black,cottonpants,black
..\object_detection\ClothesCategory_v9\test\images\33825798_jpg.rf.b357b644fa096439d8fd4a80d8aab4a7.jpg,cardigan,gainsboro,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\33843756_jpg.rf.24b9dbec025cb75fc7b4a799e7cdb912.jpg,cardigan,black,trainingpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\33877745_jpg.rf.cf98179f9a3adf8dc17f00c5347e991e.jpg,blazer,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\33879054_jpg.rf.031fdb5cb7a94814208d97ca3d78a387.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\33884919_jpg.rf.bd759c89ae0548f94a4b617f9a78976b.jpg,coat,darkslategrey,slacks,black
..\object_detection\ClothesCategory_v9\test\images\33891010_jpg.rf.702569bab329921cc99048c7903e8fc5.jpg,blazer,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\33953074_jpg.rf.3f576ecd3968e04afd2edc36d03b5b1e.jpg,sweater,saddlebrown,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\33992648_blurr_jpg.rf.6f1861ed8b0cf4de41bbfa6e0d2c0207.jpg,zipup,tan,skirt,indianred
..\object_detection\ClothesCategory_v9\test\images\34028771_jpg.rf.5057c50b4b50e2683a5478a54a3a20f4.jpg,padding,darkgrey,trainingpants,black
..\object_detection\ClothesCategory_v9\test\images\34109117_jpg.rf.e0547841a0498d71e1011d49c96f3d6a.jpg,cardigan,grey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\34147319_jpg.rf.4846966e7128bb38a6f2abfea89baaa6.jpg,coat,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\34161744_jpg.rf.a3b2ae309f534efab715ce7297e2de8d.jpg,padding,grey,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\34166725_jpg.rf.7cd4e5b88353a2001492c8d08c81db6f.jpg,coat,black,trainingpants,lightsteelblue
..\object_detection\ClothesCategory_v9\test\images\34173797_jpg.rf.ec309ffe602c24283d83b63351c3383e.jpg,sweater,silver,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\34175859_jpg.rf.384aa3f7b2d128d0e33eca09271bb97e.jpg,padding,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\34201163_jpg.rf.45fe63fd949c24d42ce32ed743b74183.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\34240249_jpg.rf.a6c4c2b5cc5854134d97f973dd953adc.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\34311304_jpg.rf.7cd1cd0304a93f0ed36a5fef480112ba.jpg,shortsleeve,steelblue,slacks,black
..\object_detection\ClothesCategory_v9\test\images\34314152_jpg.rf.fae2e126fe0db50c7b63395ac52186bd.jpg,zipup,lightskyblue,skirt,darkgrey
..\object_detection\ClothesCategory_v9\test\images\34351379_jpg.rf.64f2295fc2b9d888f6f7f87a48f90112.jpg,cardigan,dimgrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\34355080_jpg.rf.bcc6ba50d72426fdcfec24e55728320e.jpg,sweater,darkslategrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\34359139_jpg.rf.5147e66091f22a3b53a33510f0fd839d.jpg,cardigan,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\34360826_jpg.rf.cb65e6b1f87663e930faee5aec45ecc8.jpg,blazer,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\34407731_jpg.rf.939896488bb8a9d5bb1a4ed587cbe804.jpg,hoodies,darkslategrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\34415544_jpg.rf.581c70dffb484a6e5662eae93699b0f3.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\34525942_jpg.rf.7cc0cea956970e6496f7f638b48d678c.jpg,padding,black,denimpants,slategrey
..\object_detection\ClothesCategory_v9\test\images\34575930_blurr_jpg.rf.bc442e83de161217c918ea3f74d10453.jpg,coat,black,cottonpants,black
..\object_detection\ClothesCategory_v9\test\images\34651210_blurr_jpg.rf.f498ac4234552151772dc5ff6d9ba69c.jpg,cardigan,black,cottonpants,black
..\object_detection\ClothesCategory_v9\test\images\34689877_jpg.rf.7d384807f636b7dc2d9524ff8ef957ac.jpg,padding,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\34692386_jpg.rf.f4028dc5d25033438dead1b7a4e3e714.jpg,sweater,dimgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\34697781_jpg.rf.31e1bc3ac40e03b024e9b83906275515.jpg,mtm,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\34782577_jpg.rf.7d2cc0e6d4a407d4b51f2b8647f725ce.jpg,hoodies,darkslategrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\34783840_jpg.rf.5eb5ae9d530c131c39a5be6bc03e1f44.jpg,padding,darkslategrey,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\34785466_jpg.rf.2e0c1b374c72bde1c809c65ccc0cbf0d.jpg,coat,darkolivegreen,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\34787515_jpg.rf.e5bc194e78193d6b6d58835b32ad09af.jpg,coat,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\34825238_jpg.rf.213af5703438dfef995815cc216e1e15.jpg,coat,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\34833170_jpg.rf.bb6a17675d1004d2a93c6d809665191a.jpg,cardigan,darkslategrey,cottonpants,rosybrown
..\object_detection\ClothesCategory_v9\test\images\34839835_jpg.rf.205f0dd5b604f2e95b07d1bba388c8d5.jpg,cardigan,olive,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\34879199_jpg.rf.e5ffcda2899d6aff9c4d118d01210235.jpg,jacket,darkslategrey,skirt,lightgrey
..\object_detection\ClothesCategory_v9\test\images\34882810_jpg.rf.e40d1f3e2fef009e38802f65bd08d5aa.jpg,cardigan,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\34892681_jpg.rf.2c84190b446afcfc026bd6eefe196192.jpg,cardigan,dimgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\34904723_jpg.rf.72e46d1733d29e9bab18422674556e17.jpg,padding,darkslategrey,slacks,black
..\object_detection\ClothesCategory_v9\test\images\34998612_jpg.rf.27329b9691abfabf3214d4b6f5eea7c6.jpg,jacket,darkolivegreen,skirt,black
..\object_detection\ClothesCategory_v9\test\images\35027915_jpg.rf.ee7abe76c31a90ca97ff94fe11cc5e81.jpg,coat,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\35038974_blurr_jpg.rf.524373332395eb4b31b8463def39efd4.jpg,coat,grey,denimpants,grey
..\object_detection\ClothesCategory_v9\test\images\35106478_jpg.rf.917e0d54179355de6e987278be20b9ac.jpg,sweater,rosybrown,slacks,black
..\object_detection\ClothesCategory_v9\test\images\3517352_jpg.rf.e9c6550b57268a5848d5f19a7bde4910.jpg,hoodies,slategrey,trainingpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\35196479_jpg.rf.983e51ec4be3a0c2968f0104472b13da.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\35305193_jpg.rf.94d10029e5b4ecf3242a91da8661aa35.jpg,jacket,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\35317475_jpg.rf.a3ae4676721438270e536deae1edc877.jpg,cardigan,blanchedalmond,skirt,black
..\object_detection\ClothesCategory_v9\test\images\35325864_blurr_jpg.rf.9671600fb8a6a74910ad8ed11a2a18b5.jpg,coat,darkslategrey,slacks,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\35351003_jpg.rf.1c43744e30cc8c5b5ef5740b5e3be5a5.jpg,mtm,darkslategrey,cottonpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\35379337_jpg.rf.448c4b531d2c82b94fd1aadf5ed72024.jpg,jacket,gainsboro,skirt,gainsboro
..\object_detection\ClothesCategory_v9\test\images\35384250_jpg.rf.a6835af4e47e5922ce15413f383ef358.jpg,cardigan,silver,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\35387457_jpg.rf.0ff1b873616043ecc62ad7489bb43401.jpg,padding,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\35459291_blurr_jpg.rf.ece4906c357ab18071632ecb961d5cf3.jpg,coat,darkgrey,trainingpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\35469789_jpg.rf.f5f50311bb9947500a646be56bf27ecd.jpg,cardigan,grey,skirt,lightslategrey
..\object_detection\ClothesCategory_v9\test\images\35472769_jpg.rf.ee08a48ada4951749e7d0f2568af926b.jpg,jacket,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\35476459_jpg.rf.c60df1e5bd59143160b424abc1f45523.jpg,coat,black,cottonpants,black
..\object_detection\ClothesCategory_v9\test\images\35518877_jpg.rf.2cb33af369eeeeeb74cc30ebeed34513.jpg,cardigan,linen,skirt,sienna
..\object_detection\ClothesCategory_v9\test\images\35545861_jpg.rf.a1198c63976ea96edea98d7d4d0da4b6.jpg,jacket,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\35652457_jpg.rf.3aff28a518a3368fa83d4067f3dec549.jpg,jacket,rosybrown,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\35675914_jpg.rf.df00e0963f7b1d756eb0d0d3a6b86b72.jpg,padding,lightgrey,trainingpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\35727476_jpg.rf.184d4e11e490f5c88824c4ac17d52ef7.jpg,longsleeve,black,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\35746123_jpg.rf.b06a33d830dfe2892fb052b6908f9970.jpg,shirt,darkgrey,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\35756891_jpg.rf.588beb46eab650d8741f76223dce822b.jpg,padding,gainsboro,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\35759960_jpg.rf.85513ffe96bb82779f234e4a360c879b.jpg,coat,black,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\35803048_jpg.rf.ea06b09a71ce625b7894690a654a0273.jpg,mtm,rosybrown,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\35834259_jpg.rf.c1056ca36c1f89ed2ba17727f3496775.jpg,shortsleeve,grey,cottonpants,darkgrey
..\object_detection\ClothesCategory_v9\test\images\35844038_jpg.rf.aa0c79de290ddee65bd48ada71c34533.jpg,mtm,black,denimpants,darkslateblue
..\object_detection\ClothesCategory_v9\test\images\35928752_jpg.rf.8c4175e7d1d18c6edbbaaa2cd6d75114.jpg,mtm,black,skirt,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\35983998_jpg.rf.a2a9c8e347925776ac4f9518ea1b6f32.jpg,padding,darkgrey,slacks,black
..\object_detection\ClothesCategory_v9\test\images\36106690_jpg.rf.a80de28f1e66c42cecfdc7796cbb4ed9.jpg,padding,darkslategrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\36155993_jpg.rf.1e2046fb7f49c617d74dd9aff2a71eb3.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\36162012_jpg.rf.4c982b9b0a9ac8c2b7d406610f9ebd2e.jpg,cardigan,black,skirt,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\36184327_jpg.rf.d1571775260df46707d67d1b5ed0a6aa.jpg,padding,darkslategrey,trainingpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\36288699_jpg.rf.926152143c21888630ebd126c4fac497.jpg,mtm,black,trainingpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\36319131_jpg.rf.0992b3ffd0e0d15221c315ca7afce3f6.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\36424520_jpg.rf.3bd519ae41d7be34c8d9c94b9384d236.jpg,cardigan,black,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\36427112_jpg.rf.12eff674c8690e742cf426e1619bdd2e.jpg,sweater,silver,cottonpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\36570632_jpg.rf.9e8a1a008d806137379ae253b48cc7d1.jpg,coat,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\36596101_jpg.rf.4ac61f030b854739f385427ff6fb254c.jpg,coat,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\36628029_jpg.rf.efbe22ed7417fccda0e597976ffcc500.jpg,padding,darkslategrey,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\36760056_jpg.rf.6d3fdc717b183192c6ad1e9f3d66a17d.jpg,cardigan,dimgrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\36843648_jpg.rf.35650bc6740335de45345e66c96c1dac.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\36856847_jpg.rf.1a2c15e6111bccb627b08c7029ce561f.jpg,cardigan,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\36858293_jpg.rf.1fcb0b7127c6156e6d5c01ba1ef313a3.jpg,cardigan,silver,denimpants,darkgrey
..\object_detection\ClothesCategory_v9\test\images\37116561_blurr_jpg.rf.7f30628676a25de1852432411fc77a0b.jpg,coat,grey,slacks,grey
..\object_detection\ClothesCategory_v9\test\images\37129773_jpg.rf.0d75f638de67f1889fc108ba467bcfba.jpg,blazer,black,cottonpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\37208020_jpg.rf.72c97d98dc45b166fc5eb85c0a3d3554.jpg,sweater,sienna,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\3722016_jpg.rf.cfea8a21f4bbeb68d67c58cdadf43295.jpg,padding,silver,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\37298235_jpg.rf.b186539f18972e80bb5a973b6d37abae.jpg,coat,black,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\37514617_blurr_jpg.rf.bb170bddc457a71724a4d3c57cf373e3.jpg,hoodies,darkslateblue,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\37619965_jpg.rf.bae5fe1939b7d2bb97357c14a5b1d0db.jpg,cardigan,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\37666362_jpg.rf.c6c5a3a3834bc3a765d78497db2d628f.jpg,coat,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\37667150_jpg.rf.761961fcf7602a14546f984e07754ba6.jpg,padding,lightsteelblue,trainingpants,gainsboro
..\object_detection\ClothesCategory_v9\test\images\37698822_blurr_jpg.rf.86d978dd1d4e2042be257873663df9f1.jpg,coat,black,denimpants,darkgrey
..\object_detection\ClothesCategory_v9\test\images\37822789_blurr_jpg.rf.a962c8d80bb8dbfb105f821e05b479f7.jpg,jacket,darkslategrey,denimpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\37871321_jpg.rf.089f8a5ebc2033e2eb8ac4e2ecd117f4.jpg,cardigan,darkgreen,cottonpants,lightgrey
..\object_detection\ClothesCategory_v9\test\images\37916597_jpg.rf.b402b1d59734f05e43be3dc9dd1ca7ee.jpg,padding,dimgrey,denimpants,grey
..\object_detection\ClothesCategory_v9\test\images\37953753_jpg.rf.89d96317a2d3244f04d7d148f5a2fb53.jpg,cardigan,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\38078538_blurr_jpg.rf.e64daf3a90a746a57e93d666621083c2.jpg,jacket,black,trainingpants,saddlebrown
..\object_detection\ClothesCategory_v9\test\images\38255303_jpg.rf.2c42b90ba28a9fcc6b554e27e46c419c.jpg,coat,black,trainingpants,saddlebrown
..\object_detection\ClothesCategory_v9\test\images\3830014_jpg.rf.da5aed7f015a07b77bf9625ee7c3f295.jpg,coat,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\38433314_jpg.rf.1ab41ecd3714c325753be9c6b85c4dbe.jpg,mtm,darkslategrey,denimpants,lightblue
..\object_detection\ClothesCategory_v9\test\images\38458238_jpg.rf.a994cc9ad5f4f85aaa745bf9f88168b3.jpg,jacket,black,cottonpants,ivory
..\object_detection\ClothesCategory_v9\test\images\38519838_jpg.rf.86fe8551abba0e3894a733dfb32d9d25.jpg,coat,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\38601981_jpg.rf.e1c2b2d716fa440075c7891a6720369f.jpg,padding,dimgrey,trainingpants,darkgrey
..\object_detection\ClothesCategory_v9\test\images\38604830_jpg.rf.d743c5caa6f63d73472aa5d07998b526.jpg,hoodies,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\38605002_jpg.rf.e43ab180daae9d413a5b959f47c6fc7c.jpg,cardigan,darkgreen,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\38635779_jpg.rf.a6ba921aaf2b58e8e22956058109f072.jpg,cardigan,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\38658023_jpg.rf.4eebfbc01f6815884dc1437f975239c6.jpg,mtm,grey,skirt,grey
..\object_detection\ClothesCategory_v9\test\images\38765199_jpg.rf.8a586398474738e3ee157a7617225f60.jpg,shortsleeve,grey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\38883589_jpg.rf.fca48f5baebf9da922e3abd11058af9a.jpg,jacket,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\39136927_jpg.rf.116baddfbc5cf78dbf69dbe6c5246f6a.jpg,shortsleeve,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\39141118_jpg.rf.e9cf7859f2afc202d288c1799b571764.jpg,mtm,dimgrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\39169332_jpg.rf.93b27f5b0865ded6848755a61f4ee3af.jpg,cardigan,black,cottonpants,lightgrey
..\object_detection\ClothesCategory_v9\test\images\39588138_blurr_jpg.rf.04c5bd292a79a954f70274afcd2f567d.jpg,jacket,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\39596406_jpg.rf.9b2b6c3de5282d8eafb322476028ed45.jpg,longsleeve,wheat,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\39682494_jpg.rf.8c08353750201cbf29aa054b28c28d66.jpg,coat,darkslategrey,cottonpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\39690566_jpg.rf.f74ffb420b6958793f9bb5586bc82f7f.jpg,jacket,black,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\39699452_jpg.rf.4d8d2f869e6eeb382fd679d5db0db4e6.jpg,shortsleeve,darkslategrey,cottonpants,black
..\object_detection\ClothesCategory_v9\test\images\39836536_jpg.rf.038bc5245cddcf763aede9b2aaf5d638.jpg,jacket,grey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\39853606_jpg.rf.ace2b1184eecb27e49fc4ae247219e5f.jpg,sweater,lightslategrey,slacks,black
..\object_detection\ClothesCategory_v9\test\images\39906778_blurr_jpg.rf.adbc76f6daa9bc215da5ccdd514f3c7e.jpg,shortsleeve,dimgrey,slacks,rosybrown
..\object_detection\ClothesCategory_v9\test\images\40042460_jpg.rf.0350517796569f8c2dee38b96a5e66b4.jpg,shortsleeve,black,denimpants,black
