img_path,top_category,top_color,bottom_category,bottom_color,top_color_cluster,bottom_color_cluster
..\object_detection\ClothesCategory_v9\test\images\28947617_jpg.rf.9ac3ae64ea89b932ad6a48ceedb9c152.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:light grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28974949_jpg.rf.dd9041a9b81bbcca2023f451283fd52f.jpg,blazer,xkcd:charcoal,skirt,xkcd:dark,49,-1
..\object_detection\ClothesCategory_v9\test\images\28980628_blurr_jpg.rf.5a54aef931fa96c339101badc1a8565b.jpg,mtm,xkcd:ice blue,shortpants,xkcd:almost black,0,-1
..\object_detection\ClothesCategory_v9\test\images\28989290_jpg.rf.52c3a4602b2cde64dc60bbac954ae383.jpg,shortsleeve,xkcd:black,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28997080_jpg.rf.bd4dbc97b21b12734729514e0265eac6.jpg,shortsleeve,xkcd:greyish,shortpants,xkcd:black,14,-1
..\object_detection\ClothesCategory_v9\test\images\28998068_jpg.rf.52c950224c8b5e71be86878a0801fe5e.jpg,shirt,xkcd:light grey,skirt,xkcd:warm grey,-1,70
..\object_detection\ClothesCategory_v9\test\images\29010823_blurr_jpg.rf.ab9652af5b37d1ef9ef6f538bd6f9ae0.jpg,shortsleeve,xkcd:light grey blue,shortpants,xkcd:almost black,76,-1
..\object_detection\ClothesCategory_v9\test\images\29025958_blurr_jpg.rf.c1b94f1f972294d078912acc121982fa.jpg,shirt,xkcd:dark,denimpants,xkcd:charcoal grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\29029670_jpg.rf.86adc0d6eb3d224220c0ff781930b8c0.jpg,shortsleeve,xkcd:greyish,denimpants,xkcd:almost black,14,-1
..\object_detection\ClothesCategory_v9\test\images\29062844_blurr_jpg.rf.a73e4e72d340298a71af052479725096.jpg,zipup,xkcd:beige,skirt,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\29077995_jpg.rf.1b28ebc01f776b1bb4305ec8c50a6a1c.jpg,shortsleeve,xkcd:almost black,slacks,xkcd:charcoal grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\29143594_jpg.rf.af97fc87c9b3ebd91ebf19733bab733d.jpg,shirt,xkcd:dark grey blue,shortpants,xkcd:gunmetal,72,36
..\object_detection\ClothesCategory_v9\test\images\29165131_jpg.rf.e0d9a046c80830c8a2ed54dba8793f8c.jpg,shirt,xkcd:silver,shortpants,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\29200881_jpg.rf.a54007048396bf19fed7e17c9f8b7bfb.jpg,shortsleeve,xkcd:dark,shortpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29202835_jpg.rf.fa56b4ecd29fa92968f7206796225d12.jpg,shirt,xkcd:medium grey,skirt,xkcd:black,21,-1
..\object_detection\ClothesCategory_v9\test\images\29212709_jpg.rf.5751954e86f750597d207538c952c8c1.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29212828_jpg.rf.798828386b19ea98965470303fd635c6.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:slate grey,-1,36
..\object_detection\ClothesCategory_v9\test\images\29217763_jpg.rf.2f11d04bcade0bb37de844d390b816d5.jpg,shirt,xkcd:light grey,shortpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29239304_jpg.rf.633b9c351728bcec44bd25da9d7fe68a.jpg,shortsleeve,xkcd:dark,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29243819_blurr_jpg.rf.d7cbc94f1423e1c606a42b2493a7bcdd.jpg,shortsleeve,xkcd:dark,denimpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29254214_jpg.rf.a5ffc48de2976f29a0de7917a9f3d95b.jpg,shortsleeve,xkcd:ice blue,shortpants,xkcd:pastel blue,0,11
..\object_detection\ClothesCategory_v9\test\images\29254406_jpg.rf.28d2b700f947d5d7b705181d5a6bfed3.jpg,shortsleeve,xkcd:light blue grey,shortpants,xkcd:silver,76,-1
..\object_detection\ClothesCategory_v9\test\images\29290873_jpg.rf.727856001dd8ae0e809c84df17d1aaa1.jpg,shortsleeve,xkcd:sand,shortpants,xkcd:silver,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29292671_jpg.rf.a91811bc3aa779e6952139c60b8c2b8a.jpg,shortsleeve,xkcd:light grey,shortpants,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29322531_jpg.rf.8c93f85770db1890c96163ee27fbb53d.jpg,shortsleeve,xkcd:cool grey,skirt,xkcd:pinkish grey,19,-1
..\object_detection\ClothesCategory_v9\test\images\29328507_jpg.rf.164a6d4ad206dae4b207e95366a38c7a.jpg,shortsleeve,xkcd:brownish purple,denimpants,xkcd:dark,15,-1
..\object_detection\ClothesCategory_v9\test\images\29330099_jpg.rf.c6d57aca5406c83e821fb233ef2a0c45.jpg,cardigan,xkcd:brownish grey,denimpants,xkcd:charcoal,17,49
..\object_detection\ClothesCategory_v9\test\images\29333499_jpg.rf.8ee6d2f4879e70c6c9d82bbd54e9b4c3.jpg,shortsleeve,xkcd:medium grey,skirt,xkcd:almost black,21,-1
..\object_detection\ClothesCategory_v9\test\images\29358695_jpg.rf.0efdb876bb079ec32242cfa591733748.jpg,cardigan,xkcd:almost black,skirt,xkcd:silver,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29359114_jpg.rf.6a594d7e2bfc91b38bf1f3f5354a1d25.jpg,shortsleeve,xkcd:dark,shortpants,xkcd:greyblue,-1,19
..\object_detection\ClothesCategory_v9\test\images\29386871_jpg.rf.6eb6519bef85ae4ec714f483300c27dd.jpg,shirt,xkcd:carolina blue,shortpants,xkcd:midnight,11,38
..\object_detection\ClothesCategory_v9\test\images\29393933_jpg.rf.20a0fcc2cdf8f60097412fdcfe933247.jpg,shortsleeve,xkcd:charcoal grey,trainingpants,xkcd:slate grey,49,36
..\object_detection\ClothesCategory_v9\test\images\29417627_jpg.rf.9dfe3fdc023df08c539b9a4cefe4e194.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29518551_jpg.rf.c3441c3452fc3c43f64b5889d2757397.jpg,mtm,xkcd:dark plum,shortpants,xkcd:battleship grey,3,12
..\object_detection\ClothesCategory_v9\test\images\29532279_jpg.rf.576d89e9f219361ef4b04a4c3ccfba8a.jpg,shortsleeve,xkcd:medium grey,shortpants,xkcd:charcoal,21,49
..\object_detection\ClothesCategory_v9\test\images\29556837_jpg.rf.5892882bfd101a00d4a0910ff5f9e337.jpg,mtm,xkcd:almost black,skirt,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\29605613_jpg.rf.b08b05d13c07d050013331bbce1020e5.jpg,shortsleeve,xkcd:dark,skirt,xkcd:silver,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29606787_jpg.rf.802cab0fd4d06217399f823c4947cfb8.jpg,shortsleeve,xkcd:white,shortpants,xkcd:pinkish grey,9,-1
..\object_detection\ClothesCategory_v9\test\images\29653969_jpg.rf.1ba5d2994dcec150bc9bb437983b95c9.jpg,blazer,xkcd:almost black,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29732466_jpg.rf.651956fe6b853298838f882cc752ffb9.jpg,shortsleeve,xkcd:light grey,skirt,xkcd:gunmetal,-1,36
..\object_detection\ClothesCategory_v9\test\images\29744042_jpg.rf.3726e381edddbd2572e6402584af45b4.jpg,shortsleeve,xkcd:silver,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29751025_jpg.rf.8ef90c1dbad96a0a2dc0c5a66f6b1946.jpg,shirt,xkcd:light grey,skirt,xkcd:greyish,-1,14
..\object_detection\ClothesCategory_v9\test\images\29788096_jpg.rf.71a6424ba5a2a5c411eb1f0ce559cdc6.jpg,shortsleeve,xkcd:mushroom,skirt,xkcd:gunmetal,14,36
..\object_detection\ClothesCategory_v9\test\images\29798239_jpg.rf.c5608b4f8937898302528587502c7654.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\29821219_jpg.rf.127cd976dd68df633d6fae58fadce44b.jpg,longsleeve,xkcd:almost black,shortpants,xkcd:grey,-1,70
..\object_detection\ClothesCategory_v9\test\images\29916492_jpg.rf.184fc582d250d66c06ef054fe15ae8b1.jpg,shortsleeve,xkcd:silver,skirt,xkcd:metallic blue,-1,12
..\object_detection\ClothesCategory_v9\test\images\29956106_jpg.rf.e7678096f731ce447435453243c87277.jpg,cardigan,xkcd:pale lilac,skirt,xkcd:metallic blue,27,12
..\object_detection\ClothesCategory_v9\test\images\29979329_blurr_jpg.rf.7ba74bdda8a36cb4ff242a170bc072dc.jpg,blazer,xkcd:slate grey,slacks,xkcd:almost black,36,-1
..\object_detection\ClothesCategory_v9\test\images\30025655_jpg.rf.6f983ff74aff471f9bda26ed42a88aa4.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\30066786_blurr_jpg.rf.005e4293ac501a9086869683a94dc14c.jpg,shortsleeve,xkcd:very light brown,skirt,xkcd:beige,14,-1
..\object_detection\ClothesCategory_v9\test\images\30073606_jpg.rf.f42beadc44cb1a0f598f4f8afc6b01fc.jpg,shortsleeve,xkcd:steel grey,skirt,xkcd:battleship grey,12,12
..\object_detection\ClothesCategory_v9\test\images\30115866_jpg.rf.dbb29d6892ba07f5cc61dc851efb9c60.jpg,longsleeve,xkcd:black,denimpants,xkcd:warm grey,-1,70
..\object_detection\ClothesCategory_v9\test\images\30136240_jpg.rf.0b056a419a0980fea7bc4736ea548335.jpg,shortsleeve,xkcd:light grey blue,skirt,xkcd:dark grey blue,76,72
..\object_detection\ClothesCategory_v9\test\images\30182699_jpg.rf.d19456db9ff42b7dfe9f63d747e6b2bf.jpg,shortsleeve,xkcd:stone,skirt,xkcd:almost black,14,-1
..\object_detection\ClothesCategory_v9\test\images\30245251_jpg.rf.9f7ebbf53c6ba07fe7b73a237ed0a2d8.jpg,shortsleeve,xkcd:dark,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\30300404_jpg.rf.e00dd601de180bf4a255c3fba2cc75e8.jpg,blazer,xkcd:pinkish grey,slacks,xkcd:medium grey,-1,21
..\object_detection\ClothesCategory_v9\test\images\30338348_jpg.rf.7fb78ab9862278ec14476e4a3e97afbf.jpg,shortsleeve,xkcd:pinkish grey,skirt,xkcd:silver,-1,-1
..\object_detection\ClothesCategory_v9\test\images\30352132_blurr_jpg.rf.90e8ba2fc79716f6e7c0384d62ffb69b.jpg,longsleeve,xkcd:charcoal,shortpants,xkcd:charcoal grey,49,49
..\object_detection\ClothesCategory_v9\test\images\30373194_jpg.rf.6ad04e9066ff94f37db49c55ff6dcc32.jpg,mtm,xkcd:medium grey,trainingpants,xkcd:gunmetal,21,36
..\object_detection\ClothesCategory_v9\test\images\30378585_jpg.rf.a44803ef800c7647e2445d80f1a4f03b.jpg,shortsleeve,xkcd:mushroom,shortpants,xkcd:silver,14,-1
..\object_detection\ClothesCategory_v9\test\images\30412375_jpg.rf.402dc2d3b08599697d7504facd96cfea.jpg,shortsleeve,xkcd:light grey,skirt,xkcd:dark sage,-1,17
..\object_detection\ClothesCategory_v9\test\images\30423911_jpg.rf.e5be799354229e69cb433ebfc2dc9a75.jpg,shortsleeve,xkcd:silver,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\30446468_blurr_jpg.rf.85a21b865a6407d67db60218eee2d7b8.jpg,shirt,xkcd:pinkish grey,skirt,xkcd:pinkish grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\30463889_jpg.rf.62ba337d6d9cde21af175e8968f2959f.jpg,shortsleeve,xkcd:cloudy blue,skirt,xkcd:light navy blue,76,36
..\object_detection\ClothesCategory_v9\test\images\30554459_jpg.rf.a9ade8747ecf69d0931cf82d8fa90169.jpg,blazer,xkcd:dark,skirt,xkcd:silver,-1,-1
..\object_detection\ClothesCategory_v9\test\images\30619550_jpg.rf.5a9a9a5701da90f09a3bdc66901c4fab.jpg,cardigan,xkcd:purple brown,cottonpants,xkcd:charcoal grey,15,49
..\object_detection\ClothesCategory_v9\test\images\30659699_jpg.rf.5df2e0370cd49fed6652fd9531a4546b.jpg,shirt,xkcd:pale grey,skirt,xkcd:charcoal grey,9,49
..\object_detection\ClothesCategory_v9\test\images\30737992_jpg.rf.d7e8bbddf645364c54debbbd048b5dd7.jpg,coat,xkcd:dark grey,skirt,xkcd:gunmetal,49,36
..\object_detection\ClothesCategory_v9\test\images\30806295_jpg.rf.a67ac1eef262560030523d498467859a.jpg,shortsleeve,xkcd:light grey,skirt,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\30831171_jpg.rf.23a0776d25869a6486f68fdb8cb0516d.jpg,shirt,xkcd:silver,skirt,xkcd:putty,-1,14
..\object_detection\ClothesCategory_v9\test\images\30909907_jpg.rf.75afee2922e066922f48b48f280158fa.jpg,shortsleeve,xkcd:brown grey,skirt,xkcd:almost black,17,-1
..\object_detection\ClothesCategory_v9\test\images\30926673_jpg.rf.071cf19d5c67e001ad02401eccf36b00.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\30940680_jpg.rf.b8da551273dff48e858c0d6ee06deabc.jpg,shirt,xkcd:warm grey,skirt,xkcd:dirt,70,17
..\object_detection\ClothesCategory_v9\test\images\30941563_jpg.rf.91ff1499f292f6083e4b57a650a2d95a.jpg,cardigan,xkcd:stone,slacks,xkcd:almost black,14,-1
..\object_detection\ClothesCategory_v9\test\images\30967778_jpg.rf.0234d591a99fcc5fb11e9b17cdf27462.jpg,shortsleeve,xkcd:grey,skirt,xkcd:almost black,70,-1
..\object_detection\ClothesCategory_v9\test\images\31023986_jpg.rf.17f404814422e3b42f6915368fa18a47.jpg,shortsleeve,xkcd:pale brown,skirt,xkcd:almost black,14,-1
..\object_detection\ClothesCategory_v9\test\images\31066031_jpg.rf.3df9443cfa7b63a6a86c6ec4a8ee2abc.jpg,blazer,xkcd:dark,slacks,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\31071598_jpg.rf.d276af4b5eccca79a3e04e5c854c9e96.jpg,padding,xkcd:charcoal,trainingpants,xkcd:slate grey,49,36
..\object_detection\ClothesCategory_v9\test\images\31076651_jpg.rf.ea37aba1912f59e869429fdced7167de.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:light grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\31084696_jpg.rf.fb6d1c46c19b3a83a1638f6d961a787c.jpg,shortsleeve,xkcd:dark,skirt,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\31171389_jpg.rf.a8557ba6e1bb5473e04e8d313556eeca.jpg,shortsleeve,xkcd:pinkish grey,shortpants,xkcd:grey,-1,70
..\object_detection\ClothesCategory_v9\test\images\31230743_blurr_jpg.rf.d3c5db0cc25bb2f2ed980f7122a06db2.jpg,shortsleeve,xkcd:very light pink,shortpants,xkcd:dark,9,-1
..\object_detection\ClothesCategory_v9\test\images\31314159_jpg.rf.809bd2dca2eaeb23ca144dd6f9ff0eca.jpg,shortsleeve,xkcd:light grey,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\31350285_jpg.rf.2c0abba4f01cd958b4522d16c46b7a5b.jpg,shortsleeve,xkcd:dusk blue,shortpants,xkcd:navy blue,36,38
..\object_detection\ClothesCategory_v9\test\images\31373566_jpg.rf.fb17d802ad02b3bcc0e11764ec2d869c.jpg,longsleeve,xkcd:dark,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\31495755_blurr_jpg.rf.7b83b9ded52ef7883811be2859977559.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:charcoal grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\31514138_jpg.rf.4308ad6065f2925561c09699fbba6704.jpg,blazer,xkcd:almost black,shortpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\31532630_blurr_jpg.rf.734170ae6850336bd56971e8fed0fca0.jpg,shirt,xkcd:bluey grey,skirt,xkcd:navy,19,38
..\object_detection\ClothesCategory_v9\test\images\31677818_jpg.rf.5d3124b5a0db039311ada9887e53eff2.jpg,longsleeve,xkcd:cool grey,skirt,xkcd:dark,19,-1
..\object_detection\ClothesCategory_v9\test\images\31799979_jpg.rf.9ac2fc0a7f190a4a5a869aeeeaf3422d.jpg,jacket,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\31806112_blurr_jpg.rf.74833c4d1a96b8c479e9344e96d468b4.jpg,sweater,xkcd:almost black,denimpants,xkcd:gunmetal,-1,36
..\object_detection\ClothesCategory_v9\test\images\31809406_jpg.rf.16230b8e60bc42b5f13ac1ee3a24688e.jpg,shortsleeve,xkcd:dark,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\31818515_jpg.rf.e15be0732b292e8dd8e784bb099d2848.jpg,mtm,xkcd:dark,trainingpants,xkcd:pinkish grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\31838215_blurr_jpg.rf.9e02258040d8a9fc82c32ff2913ea3cd.jpg,shortsleeve,xkcd:light periwinkle,skirt,xkcd:charcoal,11,49
..\object_detection\ClothesCategory_v9\test\images\31850558_jpg.rf.feffef8eed947eb592e3b2887fee0ab5.jpg,cardigan,xkcd:charcoal,denimpants,xkcd:almost black,49,-1
..\object_detection\ClothesCategory_v9\test\images\31853036_jpg.rf.400ec8e02d8c4d34a3b1d0a1facecddd.jpg,blazer,xkcd:almost black,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\31883974_blurr_jpg.rf.fb73dafcd8a76558a4c3c9976b92f672.jpg,longsleeve,xkcd:almost black,skirt,xkcd:dusk,-1,36
..\object_detection\ClothesCategory_v9\test\images\31936930_jpg.rf.a7d1f4e686361ed4f0d0c5a1cb90a826.jpg,shirt,xkcd:charcoal,skirt,xkcd:pale brown,49,14
..\object_detection\ClothesCategory_v9\test\images\31940786_jpg.rf.cbdaecb3a25d8ccdc12b856b63e05c07.jpg,hoodies,xkcd:brownish grey,trainingpants,xkcd:purplish brown,17,15
..\object_detection\ClothesCategory_v9\test\images\31990046_jpg.rf.9f0250e9e9d3ce3e19fa515f0123cc5a.jpg,hoodies,xkcd:dark sea green,denimpants,xkcd:almost black,2,-1
..\object_detection\ClothesCategory_v9\test\images\32004470_jpg.rf.f847398db45a13bafb44973c44d143ea.jpg,cardigan,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\32103078_jpg.rf.af374159cbeaf9c7d5eca9440d03357c.jpg,mtm,xkcd:grey brown,trainingpants,xkcd:warm grey,17,70
..\object_detection\ClothesCategory_v9\test\images\32105957_jpg.rf.84c11179d2fd73c6084efc52433320b8.jpg,cardigan,xkcd:midnight,skirt,xkcd:dark grey blue,38,72
..\object_detection\ClothesCategory_v9\test\images\3211844_jpg.rf.717c0c5ba23b37dbf52113bc1b271533.jpg,shirt,xkcd:black,trainingpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\32120663_jpg.rf.bf637dba513cafd7bd3f51a20b91bd18.jpg,shirt,xkcd:black,cottonpants,xkcd:very light pink,-1,9
..\object_detection\ClothesCategory_v9\test\images\32152458_jpg.rf.5674f28a2eba103d8c7f71a8c654f2c1.jpg,sweater,xkcd:cocoa,slacks,xkcd:warm grey,17,70
..\object_detection\ClothesCategory_v9\test\images\32198286_jpg.rf.f8436d73123fe2733307b9a60c6a5283.jpg,coat,xkcd:dark,skirt,xkcd:purple brown,-1,15
..\object_detection\ClothesCategory_v9\test\images\32204296_jpg.rf.18cfcde6cf8ed92a24fbc6ab5dbe5bda.jpg,shortsleeve,xkcd:silver,skirt,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\32215317_jpg.rf.8eb5d8a08c452485c65d8ae8384e9f99.jpg,shortsleeve,xkcd:pinkish grey,skirt,xkcd:charcoal,-1,49
..\object_detection\ClothesCategory_v9\test\images\32255139_blurr_jpg.rf.8234bf1a445fabce63a33cfee0ec5b9d.jpg,jacket,xkcd:almost black,denimpants,xkcd:slate blue,-1,12
..\object_detection\ClothesCategory_v9\test\images\32306946_jpg.rf.31cb99c3dc3285164630527d8682de2d.jpg,shortsleeve,xkcd:blue/grey,skirt,xkcd:cobalt,67,36
..\object_detection\ClothesCategory_v9\test\images\32308555_jpg.rf.d373d865278c4d041379764cd72f3c69.jpg,cardigan,xkcd:dark grey,slacks,xkcd:dark,49,-1
..\object_detection\ClothesCategory_v9\test\images\32338036_jpg.rf.373185dafe116f25b572b1eb763f922a.jpg,shirt,xkcd:charcoal,skirt,xkcd:dark,49,-1
..\object_detection\ClothesCategory_v9\test\images\32355602_jpg.rf.9202df151bc27e439f6f89885e15bf87.jpg,shirt,xkcd:black,denimpants,xkcd:gunmetal,-1,36
..\object_detection\ClothesCategory_v9\test\images\32387718_jpg.rf.70119b10841f660b71788bd07bb81d8f.jpg,longsleeve,xkcd:silver,denimpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\32394308_jpg.rf.1d02cb481fccdf88a0b09c498439c16e.jpg,hoodies,xkcd:very light brown,trainingpants,xkcd:almost black,14,-1
..\object_detection\ClothesCategory_v9\test\images\32446721_jpg.rf.89a1975a29965e3bdee0b4e7924670a0.jpg,shortsleeve,xkcd:cloudy blue,skirt,xkcd:charcoal grey,76,49
..\object_detection\ClothesCategory_v9\test\images\32626499_blurr_jpg.rf.f5a9bf83d258205c1ec2d67493ee44f2.jpg,mtm,xkcd:dark,trainingpants,xkcd:very light pink,-1,9
..\object_detection\ClothesCategory_v9\test\images\32667040_jpg.rf.2504286de80382be917a14c3827e24ef.jpg,coat,xkcd:charcoal,slacks,xkcd:dark,49,-1
..\object_detection\ClothesCategory_v9\test\images\32670892_jpg.rf.b83714dc64cd506395f2108015af7055.jpg,shortsleeve,xkcd:silver,skirt,xkcd:warm grey,-1,70
..\object_detection\ClothesCategory_v9\test\images\32687531_jpg.rf.b65cae54c5ed4576f48f4a3ca09bdfe8.jpg,cardigan,xkcd:light grey blue,slacks,xkcd:almost black,76,-1
..\object_detection\ClothesCategory_v9\test\images\32697086_jpg.rf.9b61b6dec0895a8f97573791965fb0b4.jpg,shortsleeve,xkcd:dark,skirt,xkcd:warm grey,-1,70
..\object_detection\ClothesCategory_v9\test\images\32757848_jpg.rf.874ffae802712aa673203699968c6cfb.jpg,coat,xkcd:dark,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\32778493_jpg.rf.8cf1a0d8b66d127cad38448ef4cabad2.jpg,cardigan,xkcd:warm grey,denimpants,xkcd:almost black,70,-1
..\object_detection\ClothesCategory_v9\test\images\32783655_blurr_jpg.rf.460cc719b57e2fefdbfb6781dd9c5c1d.jpg,longsleeve,xkcd:midnight,skirt,xkcd:dark blue grey,38,72
..\object_detection\ClothesCategory_v9\test\images\32816433_jpg.rf.822d72c17a5969190e0d61dd2d1d0ca7.jpg,cardigan,xkcd:neon red,denimpants,xkcd:dark blue grey,47,72
..\object_detection\ClothesCategory_v9\test\images\3287135_jpg.rf.bf4108d71069d0e9408f3d6c110e6c1a.jpg,padding,xkcd:dark grey,denimpants,xkcd:almost black,49,-1
..\object_detection\ClothesCategory_v9\test\images\32883500_jpg.rf.9d4522e702386f582d7d0bfc0e767312.jpg,cardigan,xkcd:gunmetal,slacks,xkcd:almost black,36,-1
..\object_detection\ClothesCategory_v9\test\images\32964331_jpg.rf.bfbbcf4cb7f780ed5122f1fdda36abe7.jpg,shortsleeve,xkcd:light grey,denimpants,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\32994535_jpg.rf.defcc5e9fd0d869fbcf7e02eca17b504.jpg,coat,xkcd:dark,cottonpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\32995520_jpg.rf.0af5f57e93cfff289a5ee93919a79601.jpg,cardigan,xkcd:dark,skirt,xkcd:charcoal grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\33015694_jpg.rf.ac55361e825a308ddffd531bb50da05b.jpg,cardigan,xkcd:charcoal,slacks,xkcd:charcoal,49,49
..\object_detection\ClothesCategory_v9\test\images\33032469_blurr_jpg.rf.393759c1b444e7fab41ec5e4cbd8dfe2.jpg,cardigan,xkcd:dark,skirt,xkcd:greyish,-1,14
..\object_detection\ClothesCategory_v9\test\images\33052931_jpg.rf.18deedaf10911113211b0745a592458f.jpg,shirt,xkcd:light grey blue,shortpants,xkcd:light blue grey,76,76
..\object_detection\ClothesCategory_v9\test\images\33066752_jpg.rf.21b5fb215ac062830d819bbda6bf6664.jpg,shortsleeve,xkcd:almost black,denimpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\33082660_jpg.rf.83bc35c2dc60e8aa0160a1a1e92f6eaf.jpg,longsleeve,xkcd:purplish brown,cottonpants,xkcd:purplish brown,15,15
..\object_detection\ClothesCategory_v9\test\images\33116014_jpg.rf.57a14e91c20d6ac7c5035027bfd35e91.jpg,longsleeve,xkcd:greyish brown,skirt,xkcd:dark,17,-1
..\object_detection\ClothesCategory_v9\test\images\33144904_jpg.rf.c610e4e8e5162db265cc26fc8058b1ab.jpg,longsleeve,xkcd:almost black,cottonpants,xkcd:purple brown,-1,15
..\object_detection\ClothesCategory_v9\test\images\33162361_jpg.rf.3a923b24943583d273cfb25358937bf1.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\33166884_jpg.rf.a2df081e275bb0ecde0119f68021894d.jpg,mtm,xkcd:almost black,cottonpants,xkcd:greyish brown,-1,17
..\object_detection\ClothesCategory_v9\test\images\33172639_jpg.rf.386f1fd7c49b2da93381270875e3523a.jpg,mtm,xkcd:greyish,skirt,xkcd:dark purple,14,3
..\object_detection\ClothesCategory_v9\test\images\33201816_jpg.rf.d88ffeb2eb5bb5befe15e19b0551008f.jpg,coat,xkcd:dark,slacks,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\33205547_jpg.rf.0ef0e81ebc32ac2ca979cd6f03f947cd.jpg,cardigan,xkcd:navy,denimpants,xkcd:dark,38,-1
..\object_detection\ClothesCategory_v9\test\images\33259864_jpg.rf.a576b12eb2fc28b220040d35cc74bb2f.jpg,longsleeve,xkcd:greyish,skirt,xkcd:almost black,14,-1
..\object_detection\ClothesCategory_v9\test\images\33300703_jpg.rf.34ce1af28a6436bd28be4a4435aa775d.jpg,coat,xkcd:black,denimpants,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\33340733_jpg.rf.57e5685d27e26034fb8808df1b502506.jpg,cardigan,xkcd:beige,skirt,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\33365972_blurr_jpg.rf.676e1c29ca62f64a6f965430ea059f00.jpg,jacket,xkcd:charcoal grey,skirt,xkcd:gunmetal,49,36
..\object_detection\ClothesCategory_v9\test\images\33377339_jpg.rf.faaf7c04d7739db396af08dc714f3d4b.jpg,blazer,xkcd:dark grey,skirt,xkcd:almost black,49,-1
..\object_detection\ClothesCategory_v9\test\images\33382208_jpg.rf.b748821a03c055132a2e884039cb748a.jpg,blazer,xkcd:purplish brown,cottonpants,xkcd:almost black,15,-1
